id,username,created_at,lng,lat,text
1516903284824580104,IndivisibleInFL,Wed Apr 20 22:15:00 +0000 2022,-83.804475,27.698681999999998,@prmullen69 @Kimberlynwriter You don’t know her financial situation remember
1516903284837134337,westie_2011,Wed Apr 20 22:15:00 +0000 2022,-74.185292,41.318312,"@mkkraemer If the circulation on planes is so great why did I get sick every time I flew, except when the mask mandates was in effect?"
1516903285378060288,LA_fanatik1,Wed Apr 20 22:15:00 +0000 2022,-115.23443549999999,36.0188045,@Its__CJ__ @_gahbee Yes she does!!!
1516903286137229313,callme_STEP,Wed Apr 20 22:15:00 +0000 2022,-93.26916,44.68777,"Just posted a photo @ St. Paul, Minnesota https://t.co/eUUsl2oKuE"
1516903288351821824,kokid951,Wed Apr 20 22:15:01 +0000 2022,-117.90564549999999,33.6636085,buying more weed NFTs right now💚 only logical thing to do today. wagmi
1516903288809181185,Yung_Spoo22,Wed Apr 20 22:15:01 +0000 2022,-97.1356375,32.70185,@leftofbangent @B_Hooks I wanna be apart of it..
1516903289497001990,flippachu,Wed Apr 20 22:15:01 +0000 2022,-76.934487,38.9969705,@JXjunk @NevermoreINT But also I attack indiscriminately so you may die
1516903290037956609,connorsmw19,Wed Apr 20 22:15:01 +0000 2022,-122.551095,45.410135,@backtolife_2022 Eat a dick
1516903290688188418,B0NNIE_B00,Wed Apr 20 22:15:01 +0000 2022,-77.0143985,38.898602999999994,"I love roses now that I’m older. Back then, the hood rat in me wanted money or a bottle of wine or alcohol 🤣"
1516903290356649984,pdxpolicelog,Wed Apr 20 22:15:01 +0000 2022,-122.690364,45.526374,"VANDALISM - PRIORITY at NW GLISAN ST / NW 19TH AVE, PORT [Portland Police #PP22000104904] 14:18 #pdx911"
1516903291292114944,keezygoated,Wed Apr 20 22:15:02 +0000 2022,-91.0907995,30.4591,Saints always on the odds list knowing they don’t budge
1516903291669696514,imcutterbutter,Wed Apr 20 22:15:02 +0000 2022,-97.461937,32.685584500000004,"@UTBarstool The troops would want us to put up 40, it’s the right thing to do"
1516903291736666112,pdxpolicelog,Wed Apr 20 22:15:02 +0000 2022,-122.558904,45.532607,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 1300 NE 102ND AVE, PORT [Portland Police #PP22000104798] 13:48 #pdx911"
1516903292437250049,nick_ponton,Wed Apr 20 22:15:02 +0000 2022,-85.5656885,42.290524000000005,".@MIAttyGen report: Benton Harbor teen chased, knocked into river in 1991 https://t.co/2fnl4eUUeF"
1516903292575617024,idgiant66,Wed Apr 20 22:15:02 +0000 2022,-116.3347702,43.5617332,Drinking a Pabst Blue Ribbon by @pabstblueribbon at @twisted_timber — https://t.co/DvU6aF8EgV
1516903292520919040,CarterBond5,Wed Apr 20 22:15:02 +0000 2022,-122.6936605,42.191647,@Chempyres I think this is why I’m so in love with Vildhjarta. It’s just pure bliss
1516903293150191616,melissadags,Wed Apr 20 22:15:02 +0000 2022,-79.2725695,43.629311,"@rob_kempson Oh, an aggressive hug would be divine! As would hearing you sing. I wish I could be there, but must be… https://t.co/iQxcCu2loX"
1516903293829668864,blackee_chan,Wed Apr 20 22:15:02 +0000 2022,-97.754724,30.323345500000002,@lookitsmegan21 Nah let me make it today is 420😎
1516903294534393857,runnergirl1211,Wed Apr 20 22:15:02 +0000 2022,-71.4356815,42.305097,👍👏❤️😂🤣 … totally agree… and it’s well documented! 🤮🤢🏌️‍♀️🆙⬆️
1516903295503192064,mrmiller1972,Wed Apr 20 22:15:03 +0000 2022,-81.3677725,28.501678499999997,@RantyAmyCurtis How well does a mask work when you have a bloody nose? Asking for an as seen on TV doctor.
1516903296157499393,mightytomwhitey,Wed Apr 20 22:15:03 +0000 2022,-83.1738665,32.6782075,@KyserL @RALITSACNN @GradyNewsource @delaneytarr I am jealous and excited at the same time… I’m not counting the days but I’m close!
1516903296396529664,reuben81691,Wed Apr 20 22:15:03 +0000 2022,-118.4119065,34.0207895,@Biggie_S76 @RobCerda @CboyStar @USChelle2 @Hunny_Bunny22 @BigAL_213 @down2marsgurrrl @MsSportsFan24 @LozLakeshow… https://t.co/TX9b6bhE8U
1516903297113808897,hypepiics,Wed Apr 20 22:15:03 +0000 2022,-89.5397445,39.8408095,"It's 4/20 give him a break, had a little bit to much today"
1516903297441050624,CoachMoorhead,Wed Apr 20 22:15:03 +0000 2022,-83.1433925,40.0408125,"4x1600 m relay of Carter Schorr, Evan Rice, Alex Rode"
1516903296719589376,MRBarylski,Wed Apr 20 22:15:03 +0000 2022,-88.0887756,42.9960518,Drinking a Drips &amp; Drops by @surlybrewing @ Cleveland Pub &amp; Grill — https://t.co/jkOGqFgVAP
1516903298011254785,unz3n_,Wed Apr 20 22:15:03 +0000 2022,-118.4119065,34.0207895,Uber is wilddddd My ride was initially gonna be $40 and I waited legit 5 min and it dropped to $14
1516903297906528257,heyjimbousaf,Wed Apr 20 22:15:03 +0000 2022,-80.926628,33.6311395,We just took a DNA test. Turns out we're 100% To Be Continued. https://t.co/tQIpBR8lRX
1516903298766417920,negralinda1022,Wed Apr 20 22:15:03 +0000 2022,-80.4572025,25.671740999999997,@CloutChaserJOSH @WarpedBritt Done deal.!!!
1516903300095832064,jendanczak,Wed Apr 20 22:15:04 +0000 2022,-118.325145,34.182159999999996,Ok there are VERY attractive people that work at this Carmax
1516903300305756162,crowarzaga,Wed Apr 20 22:15:04 +0000 2022,-73.723025,45.557830499999994,What a shite month just one break plz
1516903300251193344,igjchoir,Wed Apr 20 22:15:04 +0000 2022,-116.7937445,47.701786999999996,This is what we had to work with for four years. He’s Putin’s ally. Please know that there are many Americans who d… https://t.co/Q7M5HzECgL
1516903300662132737,FandomFutbol,Wed Apr 20 22:15:04 +0000 2022,-118.39963900000001,34.082496500000005,Power play by Slonina to get a call-up? If you’re Berhalter — why not? We have no No. 1 keeper at this point #USMNT
1516903300297281536,joshchafetz,Wed Apr 20 22:15:04 +0000 2022,-77.0143985,38.898602999999994,@williamadler78 @dispositive and this OKAY I’M DONE NOW https://t.co/rO7cBhjKY4
1516903301333274625,thebryantt,Wed Apr 20 22:15:04 +0000 2022,-97.754724,30.323345500000002,Does anybody have a recording of DJ hamburger plz lol
1516903301605822464,bozchron,Wed Apr 20 22:15:04 +0000 2022,-111.074249,45.6706102,AP:  Poll seeking special session on election integrity fails https://t.co/CnDWOM4bYN
